0,0,17,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.00,0.00,0.00,0.00,1.00,0.00,0.67,56,4,0.07,0.11,0.07,0.00,0.04,0.00,0.05,0.00,1
0,0,21,9,234,2823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,27,0.00,0.00,0.00,0.00,1.00,0.00,0.11,96,128,1.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,1
0,1,9,9,44,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,254,1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1
0,0,21,9,253,1721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,32,0.00,0.00,0.00,0.00,1.00,0.00,0.09,168,255,1.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,1
0,0,21,9,334,743,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0.00,0.00,0.00,0.00,1.00,0.00,0.00,45,255,1.00,0.00,0.02,0.06,0.00,0.00,0.00,0.00,1
0,0,21,9,190,2165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,47,255,1.00,0.00,0.02,0.04,0.00,0.00,0.00,0.00,1
0,0,52,9,2180,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,37,246,0.97,0.05,0.03,0.02,0.00,0.00,0.00,0.00,1
0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,74,68,0.92,0.04,0.01,0.00,0.00,0.00,0.92,1.00,1
0,0,21,9,167,8159,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,85,255,1.00,0.00,0.01,0.02,0.00,0.00,0.00,0.00,1
10,0,52,9,2376,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,149,166,0.55,0.03,0.01,0.01,0.00,0.00,0.00,0.00,1
0,0,21,9,351,310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.00,0.00,0.00,0.00,1.00,0.00,0.00,186,255,1.00,0.00,0.01,0.02,0.00,0.00,0.00,0.00,1
0,0,21,9,215,1469,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0.00,0.00,0.00,0.00,1.00,0.00,0.00,64,255,1.00,0.00,0.02,0.04,0.00,0.00,0.00,0.00,1
0,1,9,9,44,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,103,0.00,0.00,0.00,0.00,1.00,0.00,0.02,255,254,1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1
0,0,21,9,243,1058,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,62,255,1.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,1
0,0,21,9,212,5044,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1,255,1.00,0.00,1.00,0.01,0.00,0.00,0.00,0.00,1
0,0,21,9,356,2431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,1
0,0,17,9,567,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.50,1.00,0.00,20,75,0.05,0.15,0.05,0.03,0.00,0.00,0.00,0.00,1
0,1,9,9,46,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,79,0.00,0.00,0.00,0.00,1.00,0.00,0.03,255,238,0.93,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1
4,0,52,9,1116,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,105,63,0.60,0.05,0.01,0.00,0.01,0.02,0.00,0.00,1
0,0,21,9,322,269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,21,0.00,0.00,0.00,0.00,1.00,0.00,0.10,255,246,0.96,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1
0,0,21,9,238,794,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,19,0.00,0.00,0.00,0.00,1.00,0.00,0.16,99,255,1.00,0.00,0.01,0.03,0.00,0.00,0.00,0.00,1
0,0,21,9,224,61552,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0.00,0.00,0.00,0.00,1.00,0.00,0.00,14,250,1.00,0.00,0.07,0.03,0.00,0.00,0.00,0.00,1
