0.000000,0.000000,0.000000,0.000000,1.000000,56.000000,0.070000,17.000000,9.000000,0.000000,0.110000,0.000000,0.040000,0.000000,0.000000,4.000000,0.070000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.050000,0.670000
0.000000,0.000000,0.000000,0.000000,1.000000,96.000000,1.000000,21.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,128.000000,0.020000,1.000000,25.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.110000
0.000000,0.000000,0.000000,0.000000,1.000000,255.000000,1.000000,9.000000,9.000000,0.000000,0.010000,0.000000,0.000000,0.000000,0.000000,254.000000,0.000000,0.000000,150.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,1.000000,168.000000,1.000000,21.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255.000000,0.010000,1.000000,13.000000,0.010000,0.000000,0.000000,0.000000,0.000000,0.090000
0.000000,0.000000,0.000000,0.000000,1.000000,45.000000,1.000000,21.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255.000000,0.020000,1.000000,21.000000,0.060000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,1.000000,47.000000,1.000000,21.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255.000000,0.020000,1.000000,1.000000,0.040000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,1.000000,37.000000,0.970000,52.000000,9.000000,0.000000,0.050000,0.000000,0.000000,0.000000,0.000000,246.000000,0.030000,1.000000,1.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,1.000000,74.000000,0.920000,21.000000,1.000000,0.000000,0.040000,0.000000,0.000000,0.000000,0.000000,68.000000,0.010000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.920000,0.000000
0.000000,0.000000,0.000000,0.000000,1.000000,85.000000,1.000000,21.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255.000000,0.010000,1.000000,1.000000,0.020000,0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,1.000000,149.000000,0.550000,52.000000,9.000000,0.000000,0.030000,0.000000,0.000000,0.000000,0.000000,166.000000,0.010000,1.000000,1.000000,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,1.000000,186.000000,1.000000,21.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255.000000,0.010000,1.000000,7.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,1.000000,64.000000,1.000000,21.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255.000000,0.020000,1.000000,16.000000,0.040000,0.000000,0.000000,0.000000,0.000000,0.000000
